id,Source,Target,label
1696,Daniel Roberdeau,Thomas Wharton jr.,Thomas Wharton jr.
1697,Samuel Huntington,Jabez Huntington,Jabez Huntington
1698,Henry Laurens,Thomas Wliarton jr.,Thomas Wliarton jr.
1699,Henry Laurens,Samuel Alleyne Otis,Samuel Alleyne Otis
1700,Jonathan Bayard Smith,Joseph Reed,Joseph Reed
1701, Committee of Conference,Minutes,Minutes
1702,Jonathan Bayard Smith,Thomas Wharton jr.,Thomas Wharton jr.
1703,Henry Laurens,George Washington,George Washington
1704,Henry Laurens,Francis Dana,Francis Dana
1705,William Ellery,Nicholas Cooke,Nicholas Cooke
1706, Committee of Conference,Minutes,Minutes
1707,John Henry jr.,to Nichola* Thomas,to Nichola* Thomas
1708,William Ellery,John Langdon,John Langdon
1709,Henry Laurens,Francis Dana,Francis Dana
1710,Henrj' Laurens,John Laurens,John Laurens
1711,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1712,Gouverneur Morris,George Clinton,George Clinton
1713,William Duer,Robert Morris,Robert Morris
1714, Committee of Conference,Minutes,Minutes
1715,Henry Laurens,John Burgoyne,John Burgoyne
1716,John Henry jr.,to Thomas Johnson jr.,to Thomas Johnson jr.
1717,Oliver Wolcott,Mrs. Wolcott,Mrs. Wolcott
1718,John Penn,Robert Alorris,Robert Alorris
1719, Committee of Conference,George Washington,George Washington
1720,Henry- Laurens, Marquis de Lafayette, Marquis de Lafayette
1721,Henry Laurens,Samuel Adams,Samuel Adams
1722,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1723, Committee of Conference,Minutes,Minutes
1724, Committee of Conference,George Washington,George Washington
1725,James Lovell,Samuel Adams,Samuel Adams
1726,Eliphalet Dyer,Jeremiah Wadsworth,Jeremiah Wadsworth
1727,Eliphalet Dyer,William Williams,William Williams
1728,John Henry jr.,to Thomas Johnson jr.,to Thomas Johnson jr.
1729,Jonathan Bayard Smith,Thomas Wharton jr.,Thomas Wharton jr.
1730,Jonathan Bayard Smith,James Young,James Young
1731,Henry Laurens,John Rutledge,John Rutledge
1732,Eliphalet Dyer,Jonathan Trumbull,Jonathan Trumbull
1733,Henry Laurens,Jonathan Trumbull jr.,Jonathan Trumbull jr.
1734,Thomas Burke,Richard Caswell,Richard Caswell
1735,James Duane,George Ginton,George Ginton
1736,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1737,Jonathan Bayard Smith,Thomas Warton jr.,Thomas Warton jr.
1738, Committee of Conference,George Clinton,George Clinton
1739,William Ellery,William Vernon,William Vernon
1740,John Henry jr.,to Nicholas Thomas,to Nicholas Thomas
1741,Cornelius Harnett,William Wilkinson,William Wilkinson
1742,A Committee of Congress,Thomas Wharton jr.,Thomas Wharton jr.
1743,Daniel Roberdeau,Thomas Wharton jr.,Thomas Wharton jr.
1744,Jonathan Bayard Smith,Thomas Wharton jr.,Thomas Wharton jr.
1745,Henry Laurens,Egbert Benson,Egbert Benson
1746,James Lovell,Samuel Adams,Samuel Adams
1747,Cornelius Harnett,Richard Caswell,Richard Caswell
1748,Henry Laurens,George Washington,George Washington
1749,James Lovell,Samuel Adams,Samuel Adams
1750, Virginia Delegates,Patrick Henry,Patrick Henry
1751,Henry Laurens,Baron de Kalb,Baron de Kalb
1752,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1753,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1754,Henry Laurens,George Clinton,George Clinton
1755,James Forbes,Thomas Johnson jr.,Thomas Johnson jr.
1756,Henry Laurens,William Heath,William Heath
1757,Henry Laurens,George Clymer,George Clymer
1758,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1759,Elbridge Gerry,Jeremiah Powell,Jeremiah Powell
1760,Abraham Qark,Jeremiah Wadsworth,Jeremiah Wadsworth
1761,Henry Laurens,John Laurens,John Laurens
1762,Henry Laurens,George Washington,George Washington
1763,Francis Lightfoot Lee,George Weedon,George Weedon
1764,Cornelius Harnett,Jethro Sumner,Jethro Sumner
1765,Thomas McKean,George Read,George Read
1766,Henry Laurens,George Washington,George Washington
1767,William Ellery,Nicholas Cooke,Nicholas Cooke
1768,Henry Laurens,Horatio Gates,Horatio Gates
1769,Henry Laurens,Robert Morris,Robert Morris
1770,Henry Laurens,James Duane,James Duane
1771,Henry Laurens,Roderique Hortales and Company,Roderique Hortales and Company
1772,A Committee of Congress,Benjamin Rush,Benjamin Rush
1773,Henry Laurens,George Washington,George Washington
1774,Henry Laurens,Philip Schuyler,Philip Schuyler
1775,Henry Laurens,George Morgan,George Morgan
1776,Thomas Burke,Richard Caswell,Richard Caswell
1777,Henry Laurens,John Laurens,John Laurens
1778,Francis Lewis,Pierre Van Cortlandt,Pierre Van Cortlandt
1779,William Duer,Robert Morris,Robert Morris
1780,Engagement of Members,Meet Punctually etc.,Meet Punctually etc.
1781,James Lovell,Joseph Trumbull,Joseph Trumbull
1782,Henry Laurens,George Washington,George Washington
1783,Oliver Wolcott,Mrs. Wolcott,Mrs. Wolcott
1784, Committee of Foreign Affairs,William Bingham,William Bingham
1785,Jonathan Bayard Smith,Thomas Wharton jr.,Thomas Wharton jr.
1786,John Banister,George Washington,George Washington
1787,Henry Laurens,James Duane,James Duane
1788,James Lovell,Samuel Adams,Samuel Adams
1789,Gouverneur Morris,George Washington,George Washington
1790,James Lovell,Samuel Adams,Samuel Adams
1791,Henry Laurens,William Livingston,William Livingston
1792,Samuel Chase,Thomas Johnson jr.,Thomas Johnson jr.
1793,John Henry jr.,to Thomas Johnson jr.,to Thomas Johnson jr.
1794, Virginia Delegates,Patrick Henry,Patrick Henry
1795,Charles Carroll of Carrollton,Thomas Johnson jr.,Thomas Johnson jr.
1796,Henry Laurens,Notes on Measure for Half-Pay,Notes on Measure for Half-Pay
1797,Henry Laurens,William Aylett,William Aylett
1798,Charles Carroll of Carrollton,Thomas Johnson jr.,Thomas Johnson jr.
1799,Henry Laurens,Patrick Henry,Patrick Henry
1800,John Henry jr.,to Thomas Johnson jr.,to Thomas Johnson jr.
1801,Henry Laurens,John Penn,John Penn
1802,Henry Laurens,William Smallwood,William Smallwood
1803,Oliver Wolcott,Mrs. Wolcott,Mrs. Wolcott
1804,William Ellery,Nicholas Cooke,Nicholas Cooke
1805,Thomas Burke,Richard Caswell,Richard Caswell
1806,John Maws,Thomas Bee,Thomas Bee
1807,Henry Laurens,George Washington,George Washington
1808,Henry Laurens,George Washington,George Washington
1809,Henry Laurens,William Livingston,William Livingston
1810,Henry Laurens,Richard Caswell,Richard Caswell
1811,Thomas Burke,Henry Laurens,Henry Laurens
1812,Henry Laurens,John Laurens,John Laurens
1813,Henry Laurens,Louis Fleury,Louis Fleury
1814,Henry Laurens,Henry Lee,Henry Lee
1815,Thomas McKean,Caesar Rodney,Caesar Rodney
1816,Henry Laurens,Jacob Christopher Zahn,Jacob Christopher Zahn
1817,Gouverneur Morris,John Jay,John Jay
1818,Thomas Burke, North Carolina Assembly, North Carolina Assembly
1819, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
1820,Thomas Burke,Richard Caswell,Richard Caswell
1821,Henry Laurens,Thomas Burke,Thomas Burke
1822, New York Delegates,George Clinton,George Clinton
1823,Henry Laurens,George Washington,George Washington
1824,Proposal for Treaty with Great Britain,unknown,unknown
1825, Committee of Foreign Affairs, Commissioners at Paris, Commissioners at Paris
1826,Henry Laurens,Francis Bailey,Francis Bailey
1827,Henry Laurens,Rawlins Lowndes,Rawlins Lowndes
1828,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
1829,Gouverneur Morris,George Washington,George Washington
1830,William Henry Drayton,Motion,Motion
1831,Oliver Wolcott,Mrs. Wolcott,Mrs. Wolcott
1832,Henry Laurens,John Lewis Gervais,John Lewis Gervais
1833,Henry Laurens,George Washington,George Washington
1834,Henry Laurens,George Washington,George Washington
1835, Virginia Delegates,Patrick Henry,Patrick Henry
1836,William Ellery,Nicholas Cooke,Nicholas Cooke
1837,Samuel Chase,Thomas Johnson jr.,Thomas Johnson jr.
1838,Gouverneur Morris,John Jay,John Jay
1839,Robert Morris,William Bingham,William Bingham
1840,Henry Laurens,George Washington,George Washington
1841,Henry Laurens,Baron Steuben,Baron Steuben
1842,William Ellery,William Vernon,William Vernon
1843,Henry Laurens,William Livingston,William Livingston
1844,Henry Laurens,Thomas Johnson jr.,Thomas Johnson jr.
1845,Henry Laurens,James Mease,James Mease
1846,Oliver Wolcott,Mrs. Wolcott,Mrs. Wolcott
1847,Henry Laurens,Meshech Weare,Meshech Weare
1848,Henry Laurens,Baron Steuben,Baron Steuben
1849,Henry Laurens,Pierre Etienne Duponceau,Pierre Etienne Duponceau
1850,Henry Laurens,John Laurens,John Laurens
1851,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1852,Gouverneur Morris,Robert Morris,Robert Morris
1853,Richard Henry Lee,Arthur Lee,Arthur Lee
1854,Richard Henry Lee,John Adams,John Adams
1855,Henry Laurens,Samuel Alleyne Otis,Samuel Alleyne Otis
1856, Committee of Foreign Affairs, Commissioners at Paris, Commissioners at Paris
1857, Committee of Foreign Affairs,William Lee,William Lee
1858, Committee of Foreign Affairs,Ralph Izard,Ralph Izard
1859, Committee of Foreign Affairs,Arthur Lee,Arthur Lee
1860, Committee of Foreign Affairs,William Bingham,William Bingham
1861, Board of War,William 08ustus Atlee,William 08ustus Atlee
1862,William Ellery,unknown,unknown
1863,Henry Laurens,George Washington,George Washington
1864, Committee of Foreign Affairs, Commissioners at Paris, Commissioners at Paris
1865,James Lovell,Benjamin Franklin,Benjamin Franklin
1866, Committee of Commerce, Commissioners at Paris, Commissioners at Paris
1867,Henry Laurens,Lachlan Mcintosh,Lachlan Mcintosh
1868,Thomas McKean,Mrs. McKean,Mrs. McKean
1869,Henry Laurens,John Laurens,John Laurens
1870,William Duer,Horatio Gates,Horatio Gates
1871,A Committee of Congress,Thomas Johnson jr.,Thomas Johnson jr.
1872,Henry Laurens,Rawlins Lowndes,Rawlins Lowndes
1873,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1874,Henry Laurens,David Espy and Ors,David Espy and Ors
1875,Henry Laurens,William Moultrie,William Moultrie
1876,Oliver Wolcott,Jonathan Trumbull jr.,Jonathan Trumbull jr.
1877,William Ellery,William Greene,William Greene
1878, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
1879,Samuel Huntington,Joseph Trumbull,Joseph Trumbull
1880,Richard Henry Lee,Arthur Lee,Arthur Lee
1881, Board of War,George Washington,George Washington
1882, Committee of Foreign Affairs,Jesse Brown,Jesse Brown
1883,Henry Laurens,George Washington,George Washington
1884,Gouverneur Morris,George Washington,George Washington
1885,Gouverneur Morris,George Washington,George Washington
1886,Henry Laurens,George Washington,George Washington
1887,James Lovell,William Whipple,William Whipple
1888,Henry Laurens,Baron Steuben,Baron Steuben
1889,Henry Laurens,John Stark,John Stark
1890,Samuel Adams,James Warren,James Warren
1891,Josiah Bartlett,Meshech Weare,Meshech Weare
1892,Gouverneur Morris,George Washington,George Washington
1893,Henry Laurens,Philip Schuyler,Philip Schuyler
1894,Henry Laurens,Baron Steuben,Baron Steuben
1895,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1896,Henry Laurens,William 08ustus Atlee,William 08ustus Atlee
1897,Daniel Roberdeau,George Bryan,George Bryan
1898,Henry Laurens, IMarquis de Lafayette, IMarquis de Lafayette
1899,William Ellery,William Whipple,William Whipple
1900,Henry Laurens,Rawlins Lowndes,Rawlins Lowndes
1901,Samuel Adams,James Warren,James Warren
1902,Henry Laurens,John Rutledge,John Rutledge
1903,Henry Laurens,Baron Steuben,Baron Steuben
1904,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1905,Henry Laurens,John Laurens,John Laurens
1906,Oliver Wolcott,Mrs. Wolcott,Mrs. Wolcott
1907,Henry Laurens,Jonathan Trumbull,Jonathan Trumbull
1908,Henry Laurens,George Washington,George Washington
1909, Board of War,William 08ustus Atlee,William 08ustus Atlee
1910,Thomas McKean,William 08ustus Atlee,William 08ustus Atlee
1911,Richard Henry Lee,Lord Howe,Lord Howe
1912,Henry Laurens,George Washington,George Washington
1913,Daniel Roberdeau,George Bryan,George Bryan
1914, Rhode Island Delegates,William Greene,William Greene
1915,Henry Laurens,George Washington,George Washington
1916,Thomas McKean,Mrs. McKean,Mrs. McKean
1917,Gouverneur Morris,George Washington,George Washington
1918,James Lovell,Horatio Gates,Horatio Gates
1919,John Wentworth jr.,to John Langdon,to John Langdon
1920,Henry Laurens,Richard Caswell,Richard Caswell
1921,Francis Dana,George Washington,George Washington
1922,Henry Laurens,Rawlins Lowndes,Rawlins Lowndes
1923,Henry Laurens,Philip Schuyler,Philip Schuyler
1924,Josiah Bartlett,Nathaniel Folsom,Nathaniel Folsom
1925,Henry Laurens,Horatio Gates,Horatio Gates
1926,Henry Laurens,Patrick Henry,Patrick Henry
1927, Massachusetts Delegates,Jeremiah Powell,Jeremiah Powell
1928,Samuel Adams,James Warren,James Warren
1929,Henry Laurens,John Laurens,John Laurens
1930,Henry Laurens,George Washington,George Washington
1931,Henry Laurens,George Johnstone,George Johnstone
1932, New Hampshire Delegates,Meshech Weare,Meshech Weare
1933,Robert Morris,Gouverneur Morris,Gouverneur Morris
1934,Richard Henry Lee,Thomas Jefferson,Thomas Jefferson
1935,Charles Thomson,Memorandum,Memorandum
1936,Richard Henry Lee, British Commissioners, British Commissioners
1937,John Wirspoon, British Commissioners, British Commissioners
1938,Henry Laurens,Horatio Gates,Horatio Gates
1939,Henry Laurens,Horatio Gates,Horatio Gates
1940,Henry Laurens,John Laurens,John Laurens
1941,Thomas McKean,Caesar Rodney,Caesar Rodney
1942,Thomas McKean,Mrs. McKean,Mrs. McKean
1943,Henry Laurens,George Washington,George Washington
1944,James Lovell,Horatio Gates,Horatio Gates
1945,Henry Laurens,Horatio Gates,Horatio Gates
1946,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
1947,Samuel Adams,James Warren,James Warren
1948,Samuel Holten,Diary,Diary
1949,Henry Laurens,George Washington,George Washington
1950,Henry Laurens,William Heath,William Heath
1951,Samuel Adams,James Warren,James Warren
1952,Richard Henry Lee,John Adams,John Adams
1953,John Hancock,Mrs. Hancock,Mrs. Hancock
1954,Henry Laurens,Philip Schuyler,Philip Schuyler
1955,Josiah Bartlett,William Whipple,William Whipple
1956,Oliver Wolcott,Mrs. Wolcott,Mrs. Wolcott
1957, Rhode Island Delegates,William Greene,William Greene
1958,Henry Laurens,Joseph Reed,Joseph Reed
1959, Committee of Foreign Affairs, Commissioners at Paris, Commissioners at Paris
1960,Samuel Holten,Diary,Diary
1961,Henry Laurens,John Houstoun,John Houstoun
1962, Maryland Delegates,Thomas Johnson jr.,Thomas Johnson jr.
1963, Maryland Delegates, Assembly of Maryland, Assembly of Maryland
1964,Gouverneur Morris,John Jay,John Jay
1965,Henry Laurens,Rawlins Lowndes,Rawlins Lowndes
1966,Richard Henry Lee,Thomas Jefferson,Thomas Jefferson
1967,Gouverneur Morris,George Qinton,George Qinton
1968,Samuel Holten,Diary,Diary
1969,Henry Laurens,William Heath,William Heath
1970,Samuel Holten,Diary,Diary
1971, Rhode Island Delegates,William Greene,William Greene
1972,Henry Laurens,Rawlins Lowndes,Rawlins Lowndes
1973,John Hancock,Mrs. Hancock,Mrs. Hancock
1974,Samuel Holten,Diary,Diary
1975,Samuel Adams,Samuel Phillips Savage,Samuel Phillips Savage
1976,Samuel Chase,Thomas Johnson jr.,Thomas Johnson jr.
1977,Samuel Holten,Diary,Diary
1978,Henry Laurens,George Washington,George Washington
1979,Thomas McKean,William 08ustus Atlee,William 08ustus Atlee
1980,John Maws,John Rutledge,John Rutledge
1981,Samuel Holten,Diary,Diary
1982,Samuel Adams,Mrs. Adams,Mrs. Adams
1983,Henry Laurens,Horatio Gates,Horatio Gates
1984,Samuel Holten,Diary,Diary
1985,Henry Laurens,George Washington,George Washington
1986,Henry Laurens,Meshech Weare,Meshech Weare
1987,Richard Henry Lee,Francis Lightfoot Lee,Francis Lightfoot Lee
1988,Samuel Holten,Diary,Diary
1989,Nathaniel Scudder,John Hart,John Hart
1990,Josiah Bartlett,John Langdon,John Langdon
1991,James Lovell,William Whipple,William Whipple
1992,Elias Boudinot,Mrs. Boudinot,Mrs. Boudinot
1993,Henry Marchant,John Carter,John Carter
1994,Henry Marchant,William Greene,William Greene
1995,Samuel Adams,James Warren,James Warren
1996,Samuel Adams,James Warren,James Warren
1997,Henry Laurens,Rawlins Lowndes,Rawlins Lowndes
1998,Henry Laurens,John Lewis Gervais,John Lewis Gervais
1999,John Penn,Richard Caswell,Richard Caswell
2000,Henry Laurens,William Livingston,William Livingston
2001,Henry Laurens,George Washington,George Washington
2002,Henry Laurens,William Livingston,William Livingston
2003,Henry Laurens,John Houstoun,John Houstoun
2004,Henry Laurens, Marquis de Lafayette, Marquis de Lafayette
2005,Samuel Holten,Diary,Diary
2006,Gouverneur Morris,Proposed Resolves,Proposed Resolves
2007,Samuel Adams,James Warren,James Warren
2008,Josiah Bartlett,William Whipple,William Whipple
2009,Josiah Bartlett,Meshech Weare,Meshech Weare
2010,Richard Henry Lee,Thomas Jefferson,Thomas Jefferson
2011,Samuel Holten,Diary,Diary
2012, New York Delegates,George Qinton,George Qinton
2013,A Committee of Congress,Report,Report
2014, New York Delegates,Proposed Resolutions,Proposed Resolutions
2015,Joseph Reed,Mrs. Reed,Mrs. Reed
2016,John Penn,Richard Caswell,Richard Caswell
2017,Andrew Adams,Oliver Wolcott,Oliver Wolcott
2018,Henry Laurens,Richard Caswell,Richard Caswell
2019,Jonathan Elmer,Ebenezer Elmer,Ebenezer Elmer
2020,Henry Laurens,Patrick Henry,Patrick Henry
2021,Samuel Holten,Diary,Diary
2022,Henry Laurens,Patrick Henry,Patrick Henry
2023,Henry Laurens,Jean Baptiste Lazarus veneau de Francy,Jean Baptiste Lazarus veneau de Francy
2024,Josiah Bartlett,William Whipple,William Whipple
